PRODUCT_ID,pred
9781465492272,"[('n06596364', 'comic_book', 0.87064403)]"
9780063206748,"[('n07248320', 'book_jacket', 0.60771996)]"
9780063211490,"[('n06596364', 'comic_book', 0.7607108)]"
9780062823700,"[('n03291819', 'envelope', 0.7086858)]"
9780062823748,"[('n03908618', 'pencil_box', 0.47115022)]"
9780062747310,"[('n06596364', 'comic_book', 0.72268176)]"
9780062747815,"[('n07248320', 'book_jacket', 0.9696233)]"
9780744027488,"[('n06596364', 'comic_book', 0.9842339)]"
9781524868574,"[('n06596364', 'comic_book', 0.2605022)]"
9781524871574,"[('n06596364', 'comic_book', 0.78113776)]"
9781534443792,"[('n06596364', 'comic_book', 0.7504297)]"
9781534455429,"[('n03598930', 'jigsaw_puzzle', 0.91688246)]"
9781534496668,"[('n06596364', 'comic_book', 0.4561986)]"
9781534499256,"[('n03871628', 'packet', 0.58118135)]"
9781534478350,"[('n06596364', 'comic_book', 0.70867133)]"
9781534485778,"[('n04116512', 'rubber_eraser', 0.3597006)]"
9781534485808,"[('n06359193', 'web_site', 0.74454933)]"
9781665911283,"[('n04209239', 'shower_curtain', 0.44808584)]"
9780399544132,"[('n06596364', 'comic_book', 0.38378263)]"
9780451532541,"[('n07248320', 'book_jacket', 0.5699633)]"
9781250220066,"[('n04243546', 'slot', 0.18034407)]"
9781250750433,"[('n02791270', 'barbershop', 0.42239183)]"
9781250801937,"[('n06596364', 'comic_book', 0.99710983)]"
9780593117545,"[('n06596364', 'comic_book', 0.5353921)]"
9780593175347,"[('n06596364', 'comic_book', 0.29618382)]"
9780593182079,"[('n06596364', 'comic_book', 0.9495781)]"
9780593302071,"[('n04462240', 'toyshop', 0.5164605)]"
9780593425640,"[('n06596364', 'comic_book', 0.78497833)]"
9780593432204,"[('n06359193', 'web_site', 0.36556607)]"
9780735229952,"[('n07248320', 'book_jacket', 0.6580069)]"
9780736441032,"[('n07248320', 'book_jacket', 0.23968175)]"
9780736441056,"[('n07248320', 'book_jacket', 0.91605324)]"
9780736441957,"[('n03871628', 'packet', 0.50451624)]"
9780736441971,"[('n06596364', 'comic_book', 0.6068556)]"
9780736442541,"[('n06359193', 'web_site', 0.74282175)]"
9781984894656,"[('n02892201', 'brass', 0.8105122)]"
9781984895660,"[('n06596364', 'comic_book', 0.3506769)]"
9781481470230,"[('n06596364', 'comic_book', 0.96901715)]"
9780744043242,"[('n06596364', 'comic_book', 0.40512213)]"
9781534457423,"[('n03825788', 'nipple', 0.18692389)]"
9780744035476,"[('n06596364', 'comic_book', 0.90950507)]"
9780744028928,"[('n06596364', 'comic_book', 0.5141037)]"
9780593383650,"[('n06596364', 'comic_book', 0.6258299)]"
9780593226865,"[('n04462240', 'toyshop', 0.75149596)]"
9781406242393,"[('n06596364', 'comic_book', 0.5103051)]"
9781250269485,"[('n06596364', 'comic_book', 0.8145198)]"
9781529048360,"[('n06596364', 'comic_book', 0.69427353)]"
9781529048384,"[('n06596364', 'comic_book', 0.6884678)]"
9781529052299,"[('n03814639', 'neck_brace', 0.15457685)]"
9781529072655,"[('n07248320', 'book_jacket', 0.84499425)]"
9781526637895,"[('n06596364', 'comic_book', 0.9254879)]"
9781529013108,"[('n06596364', 'comic_book', 0.4501114)]"
9781948174442,"[('n04462240', 'toyshop', 0.40808827)]"
9781338214574,"[('n03871628', 'packet', 0.39356095)]"
9781338745405,"[('n06596364', 'comic_book', 0.94833356)]"
9781338713473,"[('n07248320', 'book_jacket', 0.56821895)]"
9781338687071,"[('n06596364', 'comic_book', 0.3963427)]"
9781338655131,"[('n06596364', 'comic_book', 0.3566829)]"
9781338776874,"[('n06596364', 'comic_book', 0.32492718)]"
9781338776492,"[('n02791270', 'barbershop', 0.2709366)]"
9781338776638,"[('n07248320', 'book_jacket', 0.85500205)]"
9781338755534,"[('n06359193', 'web_site', 0.43884766)]"
9781338755558,"[('n07248320', 'book_jacket', 0.6882374)]"
9781338755572,"[('n04243546', 'slot', 0.91059345)]"
9781338214611,"[('n06596364', 'comic_book', 0.96612173)]"
9780330513845,"[('n03871628', 'packet', 0.6184912)]"
9781338846621,"[('n06596364', 'comic_book', 0.9681406)]"
9781788108645,"[('n06596364', 'comic_book', 0.9345342)]"
9781782356158,"[('n06596364', 'comic_book', 0.23716366)]"
9781782356165,"[('n06359193', 'web_site', 0.8648272)]"
9781782356172,"[('n06359193', 'web_site', 0.21347022)]"
9781782356196,"[('n04243546', 'slot', 0.9668812)]"
9781782356219,"[('n06596364', 'comic_book', 0.89527047)]"
9781782356233,"[('n06596364', 'comic_book', 0.45055676)]"
9781782356240,"[('n03196217', 'digital_clock', 0.24166936)]"
9780552171342,"[('n06596364', 'comic_book', 0.5477424)]"
9780744020540,"[('n06596364', 'comic_book', 0.32638836)]"
9781444952063,"[('n06596364', 'comic_book', 0.83211243)]"
9781444952087,"[('n06596364', 'comic_book', 0.96292204)]"
9781444939453,"[('n06596364', 'comic_book', 0.9831004)]"
9781444939477,"[('n06596364', 'comic_book', 0.90809554)]"
9781529034523,"[('n06596364', 'comic_book', 0.96821576)]"
9781529034530,"[('n06596364', 'comic_book', 0.67580795)]"
9780141046303,"[('n02883205', 'bow_tie', 0.95654446)]"
9780141340135,"[('n06596364', 'comic_book', 0.40755776)]"
9780141340234,"[('n02840245', 'binder', 0.09980982)]"
9780241951712,"[('n07248320', 'book_jacket', 0.96351177)]"
9780241951729,"[('n06596364', 'comic_book', 0.71352017)]"
9780241951736,"[('n06596364', 'comic_book', 0.73534435)]"
9780718193683,"[('n02782093', 'balloon', 0.29278913)]"
9781405918848,"[('n03871628', 'packet', 0.26097205)]"
9781405918862,"[('n06596364', 'comic_book', 0.5226144)]"
9780718193751,"[('n06596364', 'comic_book', 0.98039424)]"
9781596730618,"[('n07248320', 'book_jacket', 0.46431315)]"
9781596730625,"[('n02786058', 'Band_Aid', 0.4194684)]"
9781503761650,"[('n03291819', 'envelope', 0.24079682)]"
9780241583081,"[('n06596364', 'comic_book', 0.9678427)]"
9781368023580,"[('n06596364', 'comic_book', 0.6090147)]"
9781338802269,"[('n06359193', 'web_site', 0.31429476)]"
9781338194548,"[('n03291819', 'envelope', 0.45848256)]"
9781338802221,"[('n01484850', 'great_white_shark', 0.9851965)]"
9781338729399,"[('n06596364', 'comic_book', 0.73001134)]"
9781406364842,"[('n06596364', 'comic_book', 0.89552706)]"
9781406364859,"[('n06596364', 'comic_book', 0.95561683)]"
9781406364866,"[('n06596364', 'comic_book', 0.27429155)]"
9781406364873,"[('n03720891', 'maraca', 0.8116025)]"
9781406364880,"[('n03871628', 'packet', 0.5387726)]"
9781406364897,"[('n06596364', 'comic_book', 0.8223333)]"
9781406364903,"[('n06359193', 'web_site', 0.42074707)]"
9781406364934,"[('n03825788', 'nipple', 0.22115827)]"
9781406366334,"[('n03871628', 'packet', 0.32467884)]"
9781406366341,"[('n06596364', 'comic_book', 0.99800056)]"
9780500651520,"[('n06596364', 'comic_book', 0.27571088)]"
9780340680940,"[('n04243546', 'slot', 0.3767837)]"
9780340680971,"[('n02840245', 'binder', 0.638679)]"
9780340680988,"[('n07565083', 'menu', 0.31679437)]"
9780340680995,"[('n06359193', 'web_site', 0.13604651)]"
9780340681008,"[('n06596364', 'comic_book', 0.46435642)]"
9780340681015,"[('n07248320', 'book_jacket', 0.9475117)]"
9780340681022,"[('n04252077', 'snowmobile', 0.6825505)]"
9780340681039,"[('n06596364', 'comic_book', 0.6791065)]"
9780340681046,"[('n04125021', 'safe', 0.840807)]"
9780340681176,"[('n06596364', 'comic_book', 0.66006976)]"
9780340681213,"[('n06359193', 'web_site', 0.28111377)]"
9780340681251,"[('n06596364', 'comic_book', 0.5949526)]"
9780603566981,"[('n04254680', 'soccer_ball', 0.99974996)]"
9780603567018,"[('n06596364', 'comic_book', 0.82668954)]"
9780603567032,"[('n07248320', 'book_jacket', 0.63606143)]"
9780603567766,"[('n06596364', 'comic_book', 0.29236534)]"
9780603567773,"[('n06596364', 'comic_book', 0.8482681)]"
9780007977178,"[('n01882714', 'koala', 0.9906094)]"
9780241182987,"[('n06359193', 'web_site', 0.654692)]"
9780241232545,"[('n06596364', 'comic_book', 0.9226808)]"
9780340680919,"[('n06596364', 'comic_book', 0.9410423)]"
9781407144979,"[('n06596364', 'comic_book', 0.9725724)]"
9781407144986,"[('n06596364', 'comic_book', 0.7884699)]"
9781407165868,"[('n07248320', 'book_jacket', 0.2485573)]"
9781407227870,"[('n03291819', 'envelope', 0.2708085)]"
9781407227894,"[('n04462240', 'toyshop', 0.3708023)]"
9781408347317,"[('n06596364', 'comic_book', 0.74463123)]"
9781408355084,"[('n06596364', 'comic_book', 0.87022376)]"
9781408356647,"[('n02777292', 'balance_beam', 0.5690262)]"
9781406341881,"[('n02403003', 'ox', 0.9729494)]"
9781406341898,"[('n06596364', 'comic_book', 0.25298768)]"
9781447205265,"[('n06596364', 'comic_book', 0.47676262)]"
9781447213130,"[('n06359193', 'web_site', 0.21764663)]"
9781447220640,"[('n06359193', 'web_site', 0.8766228)]"
9781444936322,"[('n03598930', 'jigsaw_puzzle', 0.15127085)]"
9781444936339,"[('n06596364', 'comic_book', 0.31831753)]"
9781444936391,"[('n04462240', 'toyshop', 0.22355103)]"
9781444936445,"[('n07248320', 'book_jacket', 0.76404405)]"
9781444936513,"[('n07248320', 'book_jacket', 0.6677092)]"
9781445173092,"[('n06596364', 'comic_book', 0.9484614)]"
9781445129891,"[('n06596364', 'comic_book', 0.7507295)]"
9781445129907,"[('n06596364', 'comic_book', 0.5363224)]"
9781445129914,"[('n03598930', 'jigsaw_puzzle', 0.27504158)]"
9781445129921,"[('n06596364', 'comic_book', 0.6296284)]"
9781445138930,"[('n06596364', 'comic_book', 0.94767344)]"
9781445138954,"[('n06596364', 'comic_book', 0.582079)]"
9781445138978,"[('n06596364', 'comic_book', 0.2485094)]"
9781445138992,"[('n06596364', 'comic_book', 0.26203898)]"
9781445142487,"[('n06596364', 'comic_book', 0.4323615)]"
9781445147178,"[('n01484850', 'great_white_shark', 0.5177339)]"
9781445147185,"[('n04116512', 'rubber_eraser', 0.19305615)]"
9781445147192,"[('n06596364', 'comic_book', 0.6069171)]"
9781445147208,"[('n03871628', 'packet', 0.32583582)]"
9781445152011,"[('n04149813', 'scoreboard', 0.8979424)]"
9781782761556,"[('n06359193', 'web_site', 0.61546725)]"
9781782099765,"[('n10148035', 'groom', 0.11579906)]"
9780723266204,"[('n07565083', 'menu', 0.7879137)]"
9780723266211,"[('n06596364', 'comic_book', 0.7576872)]"
9780723266235,"[('n06596364', 'comic_book', 0.9769772)]"
9781787412781,"[('n03871628', 'packet', 0.5056335)]"
9781784755539,"[('n04346328', 'stupa', 0.64310914)]"
9781784755553,"[('n06596364', 'comic_book', 0.9612009)]"
9781646381845,"[('n06596364', 'comic_book', 0.85746706)]"
9781646381876,"[('n03000684', 'chain_saw', 0.26543093)]"
9781680528121,"[('n06596364', 'comic_book', 0.57183546)]"
9781465491145,"[('n06359193', 'web_site', 0.37090752)]"
9781465482488,"[('n06596364', 'comic_book', 0.48757824)]"
9781465482686,"[('n07565083', 'menu', 0.50776184)]"
9781465484369,"[('n02786058', 'Band_Aid', 0.9094118)]"
9781465484383,"[('n06596364', 'comic_book', 0.6804709)]"
9781465480361,"[('n02791270', 'barbershop', 0.42899388)]"
9781465416544,"[('n06596364', 'comic_book', 0.97391176)]"
9781465435026,"[('n03908618', 'pencil_box', 0.43454504)]"
9781465436238,"[('n06359193', 'web_site', 0.33815983)]"
9781465469311,"[('n06596364', 'comic_book', 0.96901715)]"
9781465470904,"[('n06596364', 'comic_book', 0.9797178)]"
9781465470959,"[('n06596364', 'comic_book', 0.87969565)]"
9781465474513,"[('n06596364', 'comic_book', 0.8998897)]"
9781465478818,"[('n06359193', 'web_site', 0.15697187)]"
9781465499882,"[('n06596364', 'comic_book', 0.98906446)]"
9780785164722,"[('n07248320', 'book_jacket', 0.31061798)]"
9780785165187,"[('n03871628', 'packet', 0.81021047)]"
9780785167976,"[('n03871628', 'packet', 0.42662436)]"
9780785189428,"[('n04070727', 'refrigerator', 0.5610255)]"
9781401241032,"[('n06596364', 'comic_book', 0.95832765)]"
9781401283346,"[('n04612504', 'yawl', 0.36781678)]"
9781401284596,"[('n06359193', 'web_site', 0.34725997)]"
9781401284992,"[('n06596364', 'comic_book', 0.52471495)]"
9781401288785,"[('n02119789', 'kit_fox', 0.68880206)]"
9781401291389,"[('n02786058', 'Band_Aid', 0.2390068)]"
9781426325564,"[('n06596364', 'comic_book', 0.96156496)]"
9781426329494,"[('n04462240', 'toyshop', 0.64894336)]"
9781426332593,"[('n06596364', 'comic_book', 0.8596003)]"
9781426332753,"[('n03871628', 'packet', 0.19588362)]"
9781426333101,"[('n06596364', 'comic_book', 0.9822068)]"
9781426333699,"[('n02860847', 'bobsled', 0.5087017)]"
9781426335358,"[('n06596364', 'comic_book', 0.7066046)]"
9781426336850,"[('n06596364', 'comic_book', 0.7738126)]"
9781426339028,"[('n06596364', 'comic_book', 0.4227555)]"
9781629370422,"[('n06596364', 'comic_book', 0.8643)]"
9781779505897,"[('n06359193', 'web_site', 0.103853464)]"
9780316274326,"[('n06359193', 'web_site', 0.9771263)]"
9780316301633,"[('n03871628', 'packet', 0.39165813)]"
9780316395342,"[('n06596364', 'comic_book', 0.8288038)]"
9780316413428,"[('n04462240', 'toyshop', 0.8761357)]"
9780316475631,"[('n06596364', 'comic_book', 0.90950507)]"
9780316501927,"[('n04462240', 'toyshop', 0.19803944)]"
9780316525978,"[('n06596364', 'comic_book', 0.59808314)]"
9780316557528,"[('n02782093', 'balloon', 0.6495098)]"
9780750291316,"[('n06596364', 'comic_book', 0.88619053)]"
9781302902315,"[('n06596364', 'comic_book', 0.5489857)]"
9781302908911,"[('n06359193', 'web_site', 0.13604651)]"
9781302912765,"[('n06596364', 'comic_book', 0.9281842)]"
9781302912833,"[('n02870880', 'bookcase', 0.67356664)]"
9781302914127,"[('n06596364', 'comic_book', 0.70452416)]"
9781302914189,"[('n06596364', 'comic_book', 0.3143313)]"
9781302914332,"[('n02971356', 'carton', 0.58125436)]"
9781302916381,"[('n03825788', 'nipple', 0.31335756)]"
9781302920449,"[('n06596364', 'comic_book', 0.9737245)]"
9781596433793,"[('n07248320', 'book_jacket', 0.5309527)]"
9781302906726,"[('n06596364', 'comic_book', 0.9159845)]"
9781338801910,"[('n07248320', 'book_jacket', 0.61686754)]"
9781788101455,"[('n07248320', 'book_jacket', 0.27531642)]"
9781788104111,"[('n06596364', 'comic_book', 0.784078)]"
9781838520281,"[('n07248320', 'book_jacket', 0.83993304)]"
9780655210511,"[('n06596364', 'comic_book', 0.95293707)]"
9781524875572,"[('n02840245', 'binder', 0.3058349)]"
9781524875602,"[('n06359193', 'web_site', 0.406239)]"
9781524878733,"[('n06596364', 'comic_book', 0.59696203)]"
9781534473720,"[('n06596364', 'comic_book', 0.1656379)]"
9781534460287,"[('n06596364', 'comic_book', 0.22200894)]"
9781534465428,"[('n02823428', 'beer_bottle', 0.4620173)]"
9781534485464,"[('n06596364', 'comic_book', 0.88626546)]"
9781534479449,"[('n06596364', 'comic_book', 0.31450814)]"
9781534480377,"[('n06596364', 'comic_book', 0.65576917)]"
9781534477889,"[('n03598930', 'jigsaw_puzzle', 0.6967917)]"
9780593527498,"[('n06596364', 'comic_book', 0.41208178)]"
9780515157260,"[('n06596364', 'comic_book', 0.45132807)]"
9780593093764,"[('n06596364', 'comic_book', 0.73804945)]"
9780593227022,"[('n06596364', 'comic_book', 0.9517379)]"
9780593349663,"[('n07248320', 'book_jacket', 0.48317188)]"
9780593384695,"[('n06596364', 'comic_book', 0.5741945)]"
9780593224434,"[('n03891332', 'parking_meter', 0.20451607)]"
9780593224465,"[('n02786058', 'Band_Aid', 0.7439012)]"
9780593224496,"[('n06359193', 'web_site', 0.13604651)]"
9780593225165,"[('n03908618', 'pencil_box', 0.2484555)]"
9780593225905,"[('n06596364', 'comic_book', 0.76788294)]"
9781524789671,"[('n07248320', 'book_jacket', 0.93907166)]"
9781941082959,"[('n06596364', 'comic_book', 0.49370006)]"
